,price,packaging,product,aroma,review_text
4063,-1,0,0,0,"walopun aku baru belik dan baru pakek selama beberapa minggu i still wanna give a review about this one. karena semua produk pc 100% fragrance free wajar kalok semua produknya berbauk aneh ato amis lah, i prefer that way than heavily fragranced one. toh after minutes it dissipates. pc walo harganya mahal tapi a little goes a long way, efektif, dan yg pastik worth every cent. setelah pakek ini yang aku rasain gatel gatel yang sukak mendadak di punggung agak berkurang dan beruntusannya bener bener pada ilang. gak sabar liat hasilnya setelah produk ini abis :d"
4230,0,0,1,0,"jujur pas beli iseng aja karena lagi promo buy 1 get 1 gt. but surprisingly aku suka banget. really a gentle exfoliator. &nbsp;aku suka pakenya after cleansing oil and before face wash, jadi berasa bersih banget deh mukanya. been using it for almost 2 weeka now, day and night. will repurchase definately."
66,0,0,1,1,"really really love this sunscreen! tekstur nya very light, runny. aku pakai shade rosy glow, kata banya, kalau kulit kering baiknya jgn pakai yg ada shade. wangi nya gentle, ga nusuk kayak bau sunscreen lain. tidak lengket"
3723,-1,0,1,0,"i bought a sample and loving it the moment i used it. teksturnya creamy and rich, bikin wajah jadi instanly halus. gak terlalu ngaruh untuk mencerahkan secara instan dan memudarkan noda bekas jerawat juga sih, tapi efek halusnya memang enak. berasa banget pake produk mahal."
2595,0,0,-1,0,"dulu beli toner ini karena toner aku habis dan iseng2 coba pakai ini. setelah pakai toner ini selama seminggu, langsung tumbuh jerawat kecil2 yang baru di tempat yang sebelumnya tidak pernah ada jerawat dan segera aku berhenti pakai toner ini"
1230,-1,0,1,0,"toner kesayangan... karena ga mengandung alkohol, dan cocok banget sama kulitku. dan ini pasti yg duluan habisin diantara saudara-nya si fte dan gentle cleanser. lumayan mehong untuk sebuah toner sih.. hiks.."
2925,0,1,1,0,"my skin hero :) akibat bertahun tahun pakai obat obat dokter kulit\\\\/ klinik kecantikan,  muka ku jadi sensitif banget. bagian t-zone berminyak tetapi bagian pipi kering dan gampang banget iritasi plus acne prone. cari serum atau moisturizer jadi susah banget. cari yang katanya melembabkan, di pipi berhasil di bagian lain jadi berminyak dan muncul jerawat\\\\/komeo. sementara pakai untuk yang tipe kulit kombinasi, t-zone aman, tapi di pipi bakalan kering sampai ngelupas ngelupas.  tapi semua itu hilang begitu aku coba hydraluron. aku pakai sebagai serum dan diatasnya aku timpa moisturizer lagi. muka jadi lembab dan kalau dipegang bisa boink boink gitu. bagian yang ngelupas ngelupas di  pipi lansung hilang sementara t-zone aman terkendali. nggak bikin jerawat juga.  aku sekarang pakai am dan pm. nggak greasy sama sekali bahkan di siang hari.   packaging tube nya juga menjami produk lebih higienis.pastinya bakal selalu repurchase. kurangnya paling karena tidak available di indo. tetapi online shop yang jual juga sekarang banyak kok."
2235,0,0,1,0,"toner dari brand garnier pure active ini di khususkan untuk kamu yang mempunyai jerawat atau kulit wajah sensitif. cara pakai nya, tuangkan ke kapas, lalu tap tap ke seluruh wajah agar wajah kembali segar dan tidak iritasi karena jerawat. tapi sebelumnya bersihkan wajah terlebih dahulu ya."
4545,-1,0,1,0,"scrub yang menurut aku bagus banget soalnya mengandung olive yang kita tahu zaitun emang bagus banget buat kulit. pas dipake butiran scrubnya bikin kulit bersih dan ngangkat kulit2 mati. trus setelah dibersihin kulit jadi lembut dan harum. tapi sayang ny harga nya masih mahal buat ukuran scrub kalo menurut aku. dan gampang di cari di store store the body shop. over all, i like it :)aku suka banget varian produk olive dari tbs. soalnya zaitun memang bagus banget buat menghaluskan kulit. wanginya enak. dan cukup ampuh membersihkan kulit. isinya cukup banyak. butiran scrubnya pas. ga kasar dan ga terlalu halus juga. tapi harganya mahal. aku sih lebih prefer untuk beli body butternya"
556,1,0,0,0,"mist favoritku! worth it banget sama harganya. daripada harus apply-apply &quot;lotion&quot; ke kulit aku lebih prefer semprot-semprot ini ke kulitku kalau lagi dibawah terik matahari. mist-nya langsung meresap ke kulit dan bikin kulit lembab juga menurutku, overall suka banget sama produk ini"
3845,0,0,-1,0,"*dadah dadah sama kamera* aku nyerah setelah coba lima bulan pake pitera set karena jerawatnya makin menjadi-jadi. walaupun katanya itu purging tapi aku ga tahan jerawatnya yg sakit dan merah bgt. mungkin someday bakal coba lg, buat buktiin antara aku emg ga cocok pake ini atau aku yg emg ga sabaran nunggu keajaiban dr miracle water ini."
511,0,0,0,1,"nivea ini bagusnya produknya cepet meresap dikulit. tapi karena terlalu encer, jadi ngga melembabkan.   trus wanginya sebenernya enak. buat yg cari lotion yg melembabkan kulit, nivea uv whitening ini ga begitu disarankan"
3815,0,0,0,0,"ak baru nyadarin kalo serum ini ternyata ada, lupa kalo beli (karna mertua yg beliin) hehe  ga kusem. tp ya itu kok di ak ga cepet meresap ya, atau karna mukaku sdkit oily, skrg sih masih ganti2 kdg mlm jg pke lanaige merk sblah yg pasti mau ak abisin dlu serumnya ini."""
4706,0,0,0,1,"hmm.. love the scent. wanginya enak dan relaxing. texturenya lembut dan gampang dipakainya. sayangnya kurang bisa menarik kotoran di badan.. setelah make produk ini, kulit terasa lembut, ga kering dan segar..."
3923,0,0,-1,0,"kebetulan produk ini ga cocok di aku, muka makin jerawatan parah dalam pemakaian kurleb1,5 bln. aku makenya barengan sk ii clear lotion.. sejak distop trus pakai salep mediklin tr jd tinggal bekas jerewinya ajah...sekarang malah ga pake apa2 di wajah selain facial wash clean and clear dan mediklin.."
4083,-1,0,1,1,"ini adalah salah satu scrub dari produk lokal favorit. wanginya peach yang manis, segar, bikin mood happy deh. butiran scrubnya ga harsh di kulit gw. ga licin di kulit, ampuh buat membersihkan kulit dan kotoran yang ga terangkat waktu mandi. pas beli sih kayaknya mahal, tapi begitu pake langsung rasanya the price i paid worth every penny. ga kalah kok sama scrubnya body shop. karena counternya jarang kali ya banyak yang kurang informasi"
1483,1,0,1,1,"cocok untuk yang baru pertama kali pakai make up, murah, mudah didapet (dari warung sampai mall gedhe ada produk ini). karena kulitku lumayan sensitif, jadinya toner ini sangat membantu. tidak panas dimuka, tidak lengket, seger dan bikin fresh. abis pakai susu pembersihnya pakai tonernya biar lebih bersih dan segar. kalau muka lagi agak lecek dan sedikit berminyak, totol toner ini sedikit ke kapas trus usapin ke muka, taaraaa....jadi fresh n segar kembali. wanginya kalem, segar dan tidak nyegrak dihidung. top banget."
4029,0,0,0,1,"suka banget sama body polish ini, wanginya seger, aku plg suka sama yg variant strawberry ini, trs ada scrub nya dikit sehingga ttp bisa dipake mandi tiap hari, kulit berasa lebih lembut &amp; bersih dan segar bgt"
2265,1,0,0,1,"murah, bisa dibeli dimanapun. pasti kemana aja ada viva deh hihii pake air mawar ini dicampur sm minyak zaitun untuk mijit hahaha wanginya enak, jadi terlelap tidur pas dpijit.. selalu repurchase ini. belum pernah pake dimuka takut jadi breakout cukup di badan aja hehe"
3224,0,0,1,0,"karena penasaran dengan merek sulwhasoo yang highly raved di forum fd, akhirnya nyobain satu paket trial.  activating serum ini konon dirancang untuk mempersiapkan kulit untuk nerima rangkaian perawatan selanjutnya supaya lebih maksimal terabsorbsi.  teksturnya sangat ringan, nyari seperti air. warnanya juga bening dan mudah terserap kulit. karena make satu set, jadi nggak tahu efek satu produk ini terhadap kulitku. overall, sulwhasoo cukuo memuaskan."
815,0,1,1,0,"bb cream yang pertama aku pake.. packagingnya lumayang. tidak terlalu besar atau kecil jadi tidak memakan tempat di pouch. teksturnya lembut, coveragenya light to medium. jadi kurang menutup bekas jerawat maupun big pore, tapi jadinya malah natural. hasilnya menurutkau matte tapi dewy di tempat yang tepat, seperti di tulang pipi gitu. masalahnya bb cream ini mengalami oxy kalo kena matahari. jadinya seperti sangat berminyak dan membuat muka kusam. warnanya menggelap 1-2 tone setelah beberapa jam. overall dipakenya ringan banget. boleh repurchase untuk acara2 yang santai dan tidak memakan waktu lama."
1766,-1,0,-1,1,"overprice buat sebuah toner hehe tapi oke kok very calming, no alcohol, calm my redness, smells good very refreshing wanginya kaya wangi grass jelly drink lol tapi result yang kaya gini bisa juga di dapet dengan pakai viva green tea jadi agak sayang aja. apalagi pakenya tiap hari dan harus generous amount kan buat toning hehe"
2008,0,-1,-1,0,"ini produk pertamaku dari pc. sebelumnya sempat maju mundur karena produknya pc namanya bahan kimia yang aku ga tau apa fungsinya. tapi setelah baca-baca di web nya baru deh tau, dan menetapkan pilihan pertama ke bha 2% liquid ini.   produk ini fungsinya sebagai exfoliator lapisan kulit di dalam. disarankan untuk jenis kulit normal to oily. pertama kali pakai sempat kaget karena rasanya agak perih di kulit, yang katanya itu wajar. sampai pemakaian ke-5 kali rasa perihnya masih terasa. selanjutnya aku coba jeda sehari, tapi rasa perihnya masih juga terasa.   setelah aku baca-baca di forum ternyata aku salah step, harusnya exfo toner duluan. begitu dibalik udah ga terasa lagi perihnya. aku sih lebih suka cara pake sebelumnya karena mukaku keliatan glowing, tapi perihnya yang ga tahan.  beberapa hari setelah pemakaian kulitku terasa kering dan patchy. mungkin karena aku ga pake hydrating toner ya. tapi itu ga mempengaruhi aku, aku akan tetep pake sampe habis karena toh cuma trial size.  kemasannya biasa aja sih, cuma tutup flip top nya oke. ga perlu ditekan banget udah tertutup sendiri dan langsung terkunci. tutupnya juga ga gampang terbuka. buat ngeluarin produknya berbentuk corong yang menonjol, jadi produknya keluar sempurna tanpa bleber ke sekitarnya."
52,1,0,1,1,sunscreen ini bagus saat pengaplikasian langsung meresap tidak tidak menimbulkan kesan lengket pada kulit. wanginya enak dan tidak se menyengat produk wardah yang lain. tapi sayang produk yang katanya sunscreen gel tapi teksturnya kaya lotion ya. but overall produk ini bagus dan worth it untuk harga yang cukup terjangkau
4677,0,0,0,0,"lulur pabrikan alias bukan yg tradisional menurutku hampir semuanya sama. terlalu banyak scrubnya dan kadang malah sakitt kalo dipake ke kulit. kemasan standar untuk scrub, krn pasti pakenya dirumah, ga dibawa kemana: jadi sesuai. harga jg sesuai. hasil biasa aja."
624,1,0,0,0,(+) teksturnya ringan (+) mudah didapat (+) murah (+) engga whitecast  (-) kusam setelah sebulan pemakaian (-) ada sensasi panas dan gerah saat pakai (-) membuat make up saya kucel (-) menimbulkan jerawat jerawat kecil di kening dan pipi saya  apa yang kebanyakan cocok di orang lain ternyata belum tentu cocok di saya. akhirnya saya pakai di badan.
3711,-1,0,0,0,"tertarik menggunakannya karena kemasannya yang terlihat mewah dan eksklusif serta harganya yang lebih mahal dibanding produk2 lokal lainnya. tapi sayang ketika saya gunakan, saya merasa wajah saya jadi berasa panas dan lengket. saya juga jadi berkeringat ketika memakainya. teksturnya cukup padat untuk ukuran serum. saya sudah menggunakannya selama dua bulan namun belum ada efek yang berarti."
2053,-1,0,0,0,toner ini biasa aja. nggak bikin breakout tapi juga nggak bikin kulit jadi lembab banget habis pakai jadi mesti pakai pelembab. buat ngangkat residu make up paling enggak dua kali apply biar yakin bersih. di banding drugstores toner lain ini itungannya lumayan mahal menurutku
4040,1,0,0,1,"body scrub pertama yang aku coba ya merk purbasari. beli pertama kali tuh pas sma, pilihan body scrub belum sebanyak sekarang. jadi purbasari ini andalan banget, dan harga murah banget. hampir semua varian aku udah coba. semua wanginya enak, tapi ngga ada yang tahan lama. setelah pemakaian tuh terasa deh kulit haluuuussss."
3586,-1,0,1,0,"awalnya iseng iseng aja nyoba, eh ternyata jatuh cinta impress banget sama brand dr.jart+ dari bedaknya sampe concealer ini bin ajaib jerawat yg bandel lgsung kempes jadi win win deh jerawat ke cover + disembuhin juga. bit pricey but worth it"
5005,0,0,0,0,"scrub-nya cukup bagus mengangkat kotoran &amp; sel-sel mati , kulit yang kusam jadi lebih halus. tapi memang sepertinya kurang cocok dengan kulit wajah saya, lama kelamaan muncul jerawat kecil-kecil di wajah, jadi sekarang distop pemakaiannya."
2530,-1,0,-1,-1,"toner pads pertama yang saya beli. harganya tidak terlalu mahal. sayangnya bukan favorite saya.  pads nya terlalu basah, tapi untungnya pads ini lembarannya tidak terlalu tebal jadi bisa dirobek bagi dua.  bau alkoholnya terlalu keras, bahkan membuat mata saya perih ketika lagi bertoner ria. di kulit yang lagi ada jerawatnya pun juga terasa perih.  tidak terbukti bisa mengurangi pimple\\\\/redness dalam waktu 4 jam."
3735,-1,0,0,0,produk ini cukup efektif untuk menghilangkan noda-noda hitam diwajah. tapi pakainya harus telaten karena lama kelihatan hasilnya.teksturnya gel dan cepat meresap dikulit. kemasannya kecil banget dan harganya mahal.
4697,-1,0,0,0,"a bit pricey and not widely available in indonesia. but i kinda like the experience of using this kind of product.  produk ini watery banget, jadi harus dipakai di kulit kering - nggak basah, not even lembab. better sih jangan sambil mandi. sekitar 1-2 pumps sudah cukup banget untuk dipakai ke seluruh muka. kulit terasa bersih, ringan, kaya nggak ada sisa kotoran apa-apa gitu. exfoliates well, nggak pakai sakit seperti pakai scrub dengan beads besar.  repurchase? maybe yes, maybe not. eh, why? i think ginvera gel also does similar job, and the price is more affordable even though it is not as popular as cure."
4483,0,1,0,1,"nih scrub wanginya enak banget kayak permen. butiran scrubnya ga terlalu kecil, juga ga terlalu gede, paslah menurutku. terus cepet keringnya, jadi ga perlu nunggu lama buat rontokin &quot;daki&quot;. waktu awal pake sempet sebel soalnya pas dibilas kok rasanya masih licin aja, tapi begitu kering baru deh berasa kulit jadi lembap banget plus halus. oya scrub ini wanginya nempel banget di badan, bahkan setelah ditimpa bodlot pun badanku masih wangi strawberry lho. anyway, aku suka packaging barunya, keliatan lebih mewah."
2833,0,0,1,0,"ini serum versi terbaru dari cellumination essence ex. pertama kali nyoba, langsung jatuh cinta sama wanginya. dibandingkan serum whitening kayak sk ii whitening power spots specialist, serum ini bisa memberikan efek hidrasi di kulitku, ga ngeringin kayak wpss. ini juga bisa bantu menyamarkan noda bekas jerawat dan yang pastinya mencerahkan."
2452,0,0,-1,-1,"aku nyobain secret tea tree refresh calming toner ini dalam ukuran sample size, dari tester korea. my impression : wanginya terlalu strong, baunya kaya campuran teh hijau dan alkhohol. texturenya sih cair bening dan ketika dipake gak harsh di kulit, aku pikir bakal harsh karena bau alkoholnya agak nyengat. untuk beli &quot;true size&quot; bottle nya sih kayaknya enggak yah, aku prefer ke toner yang alcohol-free."
1318,0,1,1,0,"iseng coba produk ini pas muka agak reda jerawatan, dan hasilnya  bener bener luar biasa. langsung kempes gitu dan pelan pelan ilang. semua orang bilang muka ku mendingan setelah pake ini. ringan banget, sampe sekarang masih aku pake tiap malem. dan kemasannya gede banget jadi hemat."
4301,0,0,0,1,"aku lagi pakai body polish ini sekarang, waktu awal beli penasaran apa sih bedanya ama shower gel strawberry yg biasa dan ama scrubnya. jadi body polish tuh seperti shower gel tapi dikasi butiran scrub yg menurut ku lumayan gede tapi krna jumlahnya sedikit jadi enak dipakainya, wanginya fresshh strawberry."
3336,0,-1,1,0,"shopaholic  25 sep 2015 23:42:35  4.5 out of 5 age range: 30 - 34 |  skin tone: fair medium |  skin type: combination |  skin undertone: neutral walau baru pake seminggu tapi aku suka banget sama essence ini, kandungan ph nya 5 pas banget buat kulit wajah. teksturny cair cepat meresap ke dalam kulit.  reputchased : iya pastinya (hmmm selama belum kepincut lagi dengan produk lain yang sejenis) minusnya karena lubangnya terlalu besar jadi kadang suka kebanyakan keluarnya."
3465,0,0,1,0,"aku pake produk ini baru sekitar sebulan, blm ada hasil signifikan, tp kl pas lg jerawatan pms jerawat lebih cepet kering, dan bikin muka jd lembab tanpa minyak berlebih, dan yang paling penting ga bikin break out"
2069,1,0,1,0,"pertama kali baca reviewnya ya di fd ini, langsung gatel pengen nyoba. soalnya sebenarnya hampir putus asa nyari pelembab,  sempet meragukan karena harganya murah, tapi surprise! malah cocok, seminggu pemakaian aja muka lebih lembab tapi gak oily berlebihan, sedikit kenyal. ga ada efek samping yang bikin bete, kaya break out atau bruntusan. mungkin karena (alhamdulillah akhirnya) nemu yang cocok. aku pakai ini setelah pakai facial wash. cukup 3 tetes, supaya tidak terlalu 'banjir' dimuka. berbeda sama milknya hada labo yang lama menyerap, lotion ini cukup cepa menyerapnya dan terasa ringan banget setelah diaplikasikan (gak lengket)."
3847,-1,0,1,0,"harganya sangat mahal untuk sebuah cairan skin care. awalnya seperti itulah pengalamanku dengan melihat harganya. tp setelah dipakai wah jerawat jadi cepat kempes, muka kelihatan glowing dan sehat. sangat worth to buy dengan harga segitu menurutku"
1118,1,0,1,1,"First of all, i really love this product. warnanya bagus, pink yang kalem di saya. sekarang jadi lipstick buat sehari-hari. glides on smoothly, pigmented, ringan di bibir. untuk minum ga transfer, staying power lebih dari 4jam. wanginya enak mirip playdough atau cream kue jaman dulu. packagingnya jelek  terlalu sederhana dan agak ringkih, bullet lipsticknya juga rapuh. dan kekurangan yang paling mengganggu adalah susah dicari."
489,1,0,0,0,"awalnya tertarik karena spf 30 dan ada moizturizer nya juga tapi setelah pake awalnya masih oke tapi setelah lama pake ini jadi oily banget, apa mungkin ge nyerap dikulit aku, harganya ya lumayan murah sih hehe ignore deh"
1336,-1,0,1,0,"satu kata pas pertama kenal produk ini super mahal untuk ukuran toner. tapi sekali aku nyoba punya temenku, langsung dari ngacir ke mimo beli yang fullsize. heran aja ini air yang bikin malaikat atau apa ya, kok bisa sekali usap ngangkat white head. awalnya aku gak ngeh kalau ini exflo toner. jadi aku cuma pake ini aja lanjut skincare routine aku. tapi setelah tau kalau habis pakai ini harus pake hydrating toner, aku coba deh pake skii. and it work!!!"
962,1,-1,1,0,"penasaran sama lipstik ini karna masih newbie di dunia perlipstickan; overall suka warnanya, sekali oles udah bagus warnanya. cuma gak suka sama packagingnya sih, jelek dan ringkih kayaknya. nutupnya juga mesti hati-hati biar ga beleber kemana-mana. tapi overall suka! harganya cukup murah dan hasilnya oke."
2152,0,0,1,0,"jenis produk yang bisa nyaman dipakai di muka berminyak adalah lotion ini. teksturnya lebih encer, lebih cepat meresap dibanding milk dan enggak oily. hasilnya lumayan melembabkan tapi belum terlihat kenaikan skin tone karena baru pakai."
4021,0,0,1,1,"pertama kali coba body scrub ini yang travel size. baunya enak banget, seger, sukaaa banget. seriously, bikin pengen makan mangga atau jus mangga dingin deh. scrubnya lembut khas the body shop, tapi bisa bikin badan jadi bersih dan kulit lembut. selain itu wanginya juga tahan lama. kayanya aku selalu jatuh cinta dengan body scrub the body shop nih :d"
2645,0,0,1,0,"saya pernah menggunakan concentrate ini barengan dengan lancome visionnaire sebagai booster. hasilnya sangat memuaskan, dalam 4 minggu hasilnya langsung terlihat. kulit lebih glowing, tekstur lembur, dan kelembaban terjaga.  sebenarnya tidak perlu dipakai bersamaan dengan lancome visionnaire, bisa dipakai masing-masing saja. nanti akan saya coba lagi jika dipakai secara terpisah."
4920,0,0,-1,1,"i like the texture and the scent a lot, tapi setelah dibilas, produk ini meninggalkan residu berminyak gitu.. dibilas lagi pun tetap nggak hilang-hilang. kandungan minyaknya juga bikin lantai kamar mandi jadi licin, jadi agak merepotkan. will not repurchase."
3409,-1,0,1,0,essence pertama yg aku cobain dan langsung jatuh cinta banget sama hasilnya. kulitku kombinasi cenderung kering di area pipi dan jidat. sebelumnya ga pernah peduli sama skincare2 tapi disuruh cobain fte ini dan langsung suka banget. dalam seminggu pemakaian langsung berasa banget kulit lebih kenyal dan cerah. bekas2 jerawat di muka biasanya lama kelamaan jadi kering dan menghitam tapi sejak pake ini bekasnya jadi lebih cepet hilang. yang jadi pertimbangan untuk repurchase adalah harganya. tapi memang untuk harga segitu produk ini sangat worth it
2918,0,0,1,0,"setelah merasakan hebatnya perpaduan fte + cell deep surge, saya mau mencoba kedahsyatan cellumination aura essence (karena masih rangkaian cellumination). sekarang sudah setengah botol ukuran 30 ml (sekitar 1,5 bulan) pemakaian saya, mulai terlihat glowy di tulang pipi dan kening saya. efeknya keliatan banget kalo difoto outdoor (saya udah coba). memang gak langsung menghaluskan kulit banget, tapi kata temen saya, kulit saya keliatan lebih sehat (mungkin karena efek glow-nya). i wil repurchase it, no matter what.. :d"
2692,0,0,1,0,"it contains a pure form of hyaluronic acid which is known to be humectant \\\\/ have moisture-binding properties. artinya, produk ini akan membuat kelembapan di kulit kita bertahan lebih lama. untuk jenis kulit yang sering kering dan dehidrasi seperti saya (karena pengaruh cuaca, hormon atau faktor &quot"
210,1,0,1,0,"works so great. love it so much. watery, ringan banget dipakai, cepat meresap dan tidak lengket. water resistant cocok buat outdoor kalau cuaca panas dan keringetan. kocok dl sebelum dipakai. variannya macam2 ada yg biru, pink dan putih. harganya murah!!"
639,1,0,-1,0,"lengket walau gan selengket yang vaseline sunblock warna orange. harganya jg terjangkau, tapiiii sama sekali gak ngerasain white protection nya, karena tetep aja belang saat main di pantai. gak pengaruh apa2 produk ini. repurchase? no! ini produk nanggung. buka losion biasa tapi juga bukan sun block (padahal nama produknya white protection)"
1338,0,0,1,0,"toner ini baunya bengkoang banget.  setelah pakai cleanser wajah jadi sedikit licin jadi wajib pakai toner ini. rasanya segar tanpa efek berlebihan.  oiya meski tanpa milk cleanser dulu, toner ini bisa mengangkat daki dari kulit lho..."
3952,0,0,-1,0,"tertarik banget karna banyak beauty bloggers yang bilang bagus untuk kulit berjerawat, minyak, dan pori besar dan salah satu produk innisfree yang terbaik. tapi pertama kali pake malah bikin muka aku breakout:( untung aja cuma beli sample nya ajaa"
2651,-1,0,1,0,"satu lagi produk sulwhasoo i can't live without :) pemakaian serum ini memang tidak instan hasilnya. setelah pemakaian rutin 2 bulan pagi dan malam, hasilnya keliatan. muka jadi lebih sehat, glowing, hydrated. selain untuk mengembalikan kadar air yang hilang saat cuci muka, serum ini juga berfungsi sebagai booster, mempersiapkan kulit untuk menerima produk skincare berikutnya, sehingga hasilnya maksimal. sebenernya ada 100 ways to use this serum ( silahkan di google ya ) dengan fungsi yang begitu banyak, serum ini worth to buy, walaupun harganya mahal."
2989,0,0,1,0,"sejak 5 tahun lalu aku mulai memakai krim-krim dari klinik kecantikan karena tiba-tiba muncul jerawat. dari satu klinik ke klinik lainnya aku cobain, tetapi hampir semua tidak dapat diterima dengan baik oleh kulitku, yang ada malah merah-merah, muka rasanya ketarik, super kering, kemudian mengelupas!\u00a0lalu tiba saatnya kira-kira 2 tahun lalu akhirnya aku memutuskan mencoba produk sk-ii yaitu fte, berawal ketika kulit super sensitifku mendadak \u201crewel\u201d lagi. waktu itu tiba-tiba entah mengapa seluruh muka bruntusan parah, pori-pori membesar, dan rasanya sangat gatal dan perih semacam ada api di depan mukaku (serius). kemudian aku pergi ke dokter spkk, diberi obat serta melakukan tes alergi. setelah tes alergi, ternyata hasilnya menunjukkan bahwa kulitku alergi terhadap banyak hal. setelah seminggu rasa gatal dan perihnya akhirnya hilang, namun pori-porinya berubah jadi besar karena waktu iritasi seperti melepuh gitu dan meninggalkan flek :( jadi orientasiku sekarang dalam memakai skincare adalah memilih yang kandungannya aman\\\\/alami dan tidak \u201ckeras\u201d. setelah browsing-browsing aku membaca bahwa fte ini aman juga digunakan untuk ibu hamil. semakin kuat deh niat untuk beli fte ini.\u00a0pertama, aku membeli sk-ii pitera essence set yang berisi fte 75ml, ftcl 30ml, dan treatment mask 1 pc. kesan pertama saat memakai fte ini adalah muka jadi lembut. oh iya jenis kulit mukaku normal-kering ya. aku memakainya di pagi hari setelah mandi dan malam hari sebelum tidur. dimulai dengan cuci muka kemudian memakai ftcl sebagai toner, lalu dilanjutkan dengan fte. aku memakai fte ini dengan cara menuangkannya pada kapas kemudian menepuk-nepukkan pada seluruh muka dan leher. saat bangun tidur terasa banget kulitku tidak kering dan super lembut. aku mengamati perkembangan pemakaian fte ini selama seminggu awal. kulit wajahku tidak iritasi, tidak merah-merah bahkan tidak mengelupas seperti halnya jika awal-awal memakai krim dari klinik kecantikan. makin cinta deh sama fte ini. botol fte pertamaku cepat habis karena aku sering pakai juga untuk mengompres wajah jadi boros hehe\u2026 mengapa aku mengompres wajah pakai fte? karena fte ini juga sebagai obat jerawat untukku, ketika jerawat muncul, malam hari kompres fte paginya mengempes lho jerawatnya wow\u2026\u00a0saat fte pertamakku sudah mau habis, mulai deh siap-siap beli lagi. waktu main ke counter sk-ii tertarik banget sama fte limited setition red butterfly. botolnya cantik banget deh \u00a0:) jadi pengen koleksi. kandungannya ya sama seperti fte yang biasa, hanya kemasannya saja yang berbeda. akhirnya kesampaian beli red butterfly ini. karena kesabaran dan ketelatenanku pakai fte ini tidak terasa pori-poriku yang dulu pada membesar karena iritasi, kini pori-porinya sudah mengecil dan normal kembali plus kulit keringku kini jadi lembut dan lebih lembab (tapi tidak berminyak), serta muka lebih cerah rasanya. urusan pori-pori besar dan muka kering sudah teratasi. bahkan beberapa teman yang kulitnya juga bermasalah akhirnya juga pada pakai fte karena tertarik melihat perkembangan wajahku, senengnya bisa berbagi\u2026sekarang aku mau concern ke perawatan sk-ii lanjutan untuk mengatasi spot hitam akibat bekas iritasiku dulu (aku punya genetik kulit alergi yang mudah hitam ketika setelah terjadi luka atau iritasi). semoga setelah nanti memakai treatment lanjutan, dark spotku juga bisa teratasi :-)"
832,0,1,0,0,"pros: - nice packaging, doesn't look cheap, bentuknya bukan siilnder jadi ngga gampang teguling\\\\/slide - warnanya natural, cocok untuk dipakai sehari-hari, kuliah atau kerja - not drying cons: - staying power kurang, dipake makan langsung hilang - transfer ke gelas saat minum"
3597,0,0,1,0,"first impression, kulit muka jadi terasa lebih halus dan fine lines di sekitar area mulut atau smile lines berkurang. kulit terasa terangkat dan lebih kencang. disarankan untuk digunakan pada malam hari untuk hasil yang lebih optimal."
3423,0,0,1,0,"terakhir beli harganya sekitar 130.000an di guardian. cukup terjangkau untuk serum ukuran 30ml. udah lama cari ini akhirnya nemu juga. teksturnya lumayan creamy untuk ukuran serum. ada shimmernya gitu. yang aku suka, tiap pagi abis pakai ini pasti wajah jadi lembab dan cerah. ga breakout di aku."
3092,0,0,1,0,"puueerrfffeeccctttt, pantesan pada cinta sama yang satu ini, teksturnya rada berisi, kental gitu. lembabnya dapat, kenyalnya dapat, kulit jadi supel, sehat. ada kesan brighteningnya juga. bekas jerawat rada pudar"
2433,1,0,1,0,"kalo aku selalu nyetok air mawar ini untuk campuran lulur wajah aku. sejauh ini suka sih, karena harganya sangat terjangkau, dan lebih higienis menurutku jika dibandingkan dengan air keran biasa. good job viva, telah menyediakan produk-produk yang murah meriah :)"
1152,0,0,1,-1,"baru kali ini nyoba lotion yang berbentuk cair seperti toner. cara pakenya buat saya menyenangkan karena sekalian massage tepuk2 wajah. yang saya suka lagi lotion ini tidak mengandung parfum, jadi aman buat kulit. kalo pake toner biasanya muka jadi kering, sedangkan lotion ini langsung melembabkan wajah setelah meresap. saya juga pake essence dilanjutkan dengan milk shirojyun series ini.   udah pake hampir 1 bulan, hasilnya kulit saya yg cenderung kering dan tiap hari di ruang ac jadi lembab terus, kenyal, tapi gak jadi oily ato jerawatan."
353,0,0,1,1,"setelah apply primer, aku apply sunscreen ini,.. teksturnya agak lengket tapi setelah di apply, jadinya menyerap ke kulit dan kesannya light.. aku juga suka wanginya, will repurchase since i like this sunscreen.. hehe"
3662,0,0,1,0,"saya pakai serum ini kira-kira 1 tahunan. memang jaman dulu saya jarang banget untuk ganti ganti product skincare. kalo udah cocok ya itu saja. serum ini cepat meresap di wajah, enak, kulit saya jadi lembab terus, cocok, tidak meninggalkan jerawat ataupun yang lainnya. pakainya sedikit saja udah cukup untuk seluruh wajah."
3784,-1,0,0,0,"tahun lalu saya beli packet whoo di plaza senayan,di paket itu ada jasaeng 2 botol dan 1 botol yang dipakai sebelum jasaeng (lupa euy namanya). pas botol pertama dipakai, saya sudah takut bakal purging, ternyata awalnya tidak. kulit jadi lembab banget... tapi setelah habis botol pertama, sebenernya tidak ada hasil yang terlalu nyata\\\\/gemilang bgt.. kurang sebanding sama harganya. dan karena mahal juga saya gak akan re-purchase"
